Kaggle_ID,NIH_ID
1.2.276.0.7230010.3.1.4.8323329.5212.1517875187.5789,00028330_010.png
1.2.276.0.7230010.3.1.4.8323329.13637.1517875246.989758,00026451_029.png
1.2.276.0.7230010.3.1.4.8323329.2480.1517875172.971527,00008230_006.png
1.2.276.0.7230010.3.1.4.8323329.3531.1517875178.251424,00018860_027.png
1.2.276.0.7230010.3.1.4.8323329.2916.1517875175.364107,00016410_045.png
1.2.276.0.7230010.3.1.4.8323329.4392.1517875182.623329,00012087_034.png
1.2.276.0.7230010.3.1.4.8323329.3334.1517875177.309082,00007676_006.png
1.2.276.0.7230010.3.1.4.8323329.2565.1517875173.447285,00020819_012.png
1.2.276.0.7230010.3.1.4.8323329.12775.1517875241.758288,00003803_002.png
1.2.276.0.7230010.3.1.4.8323329.5435.1517875188.103141,00006605_015.png
1.2.276.0.7230010.3.1.4.8323329.11348.1517875232.513857,00025303_029.png
1.2.276.0.7230010.3.1.4.8323329.2096.1517875171.141250,00015187_001.png
1.2.276.0.7230010.3.1.4.8323329.10060.1517875221.792744,00030637_011.png
1.2.276.0.7230010.3.1.4.8323329.32179.1517875158.920526,00029903_005.png
1.2.276.0.7230010.3.1.4.8323329.1374.1517875167.438882,00021610_021.png
1.2.276.0.7230010.3.1.4.8323329.324.1517875162.391327,00003072_026.png
1.2.276.0.7230010.3.1.4.8323329.32316.1517875160.25208,00001583_013.png
1.2.276.0.7230010.3.1.4.8323329.11740.1517875234.556763,00015502_003.png
1.2.276.0.7230010.3.1.4.8323329.1732.1517875169.156805,00007670_003.png
1.2.276.0.7230010.3.1.4.8323329.5423.1517875188.37987,00021006_021.png
1.2.276.0.7230010.3.1.4.8323329.2789.1517875174.751337,00000246_011.png
1.2.276.0.7230010.3.1.4.8323329.3846.1517875179.755149,00021092_005.png
1.2.276.0.7230010.3.1.4.8323329.1963.1517875170.446426,00021759_029.png
1.2.276.0.7230010.3.1.4.8323329.31861.1517875157.200473,00021976_008.png
1.2.276.0.7230010.3.1.4.8323329.10250.1517875222.824213,00018308_003.png
1.2.276.0.7230010.3.1.4.8323329.12425.1517875239.64849,00029880_007.png
1.2.276.0.7230010.3.1.4.8323329.13334.1517875244.690937,00006868_013.png
1.2.276.0.7230010.3.1.4.8323329.3679.1517875178.973051,00003052_001.png
1.2.276.0.7230010.3.1.4.8323329.11184.1517875231.611395,00012021_025.png
1.2.276.0.7230010.3.1.4.8323329.12877.1517875242.319298,00022837_004.png
1.2.276.0.7230010.3.1.4.8323329.4009.1517875180.621532,00021457_002.png
1.2.276.0.7230010.3.1.4.8323329.13513.1517875246.27434,00000831_002.png
1.2.276.0.7230010.3.1.4.8323329.3137.1517875176.273163,00018921_008.png
1.2.276.0.7230010.3.1.4.8323329.5018.1517875185.976747,00020458_029.png
1.2.276.0.7230010.3.1.4.8323329.13667.1517875247.125535,00002275_010.png
1.2.276.0.7230010.3.1.4.8323329.4703.1517875184.225849,00021782_026.png
1.2.276.0.7230010.3.1.4.8323329.4759.1517875184.635338,00027213_024.png
1.2.276.0.7230010.3.1.4.8323329.2952.1517875175.464531,00005593_000.png
1.2.276.0.7230010.3.1.4.8323329.11422.1517875232.865125,00029950_013.png
1.2.276.0.7230010.3.1.4.8323329.11729.1517875234.511546,00006960_015.png
1.2.276.0.7230010.3.1.4.8323329.12099.1517875237.384337,00015646_058.png
1.2.276.0.7230010.3.1.4.8323329.4549.1517875183.395638,00008911_025.png
1.2.276.0.7230010.3.1.4.8323329.11038.1517875230.35421,00023283_017.png
1.2.276.0.7230010.3.1.4.8323329.3177.1517875176.445287,00021036_003.png
1.2.276.0.7230010.3.1.4.8323329.14302.1517875250.662991,00018921_051.png
1.2.276.0.7230010.3.1.4.8323329.11088.1517875230.982724,00017753_021.png
1.2.276.0.7230010.3.1.4.8323329.3966.1517875180.399557,00013285_031.png
1.2.276.0.7230010.3.1.4.8323329.11887.1517875236.204116,00005681_042.png
1.2.276.0.7230010.3.1.4.8323329.13719.1517875247.372338,00030077_007.png
1.2.276.0.7230010.3.1.4.8323329.1195.1517875166.750726,00011579_010.png
1.2.276.0.7230010.3.1.4.8323329.32390.1517875160.350797,00019124_037.png
1.2.276.0.7230010.3.1.4.8323329.3472.1517875177.993270,00030077_003.png
1.2.276.0.7230010.3.1.4.8323329.1964.1517875170.448633,00017972_041.png
1.2.276.0.7230010.3.1.4.8323329.32136.1517875158.627111,00016587_088.png
1.2.276.0.7230010.3.1.4.8323329.12952.1517875242.695935,00011355_044.png
1.2.276.0.7230010.3.1.4.8323329.2181.1517875171.516361,00020318_013.png
1.2.276.0.7230010.3.1.4.8323329.3432.1517875177.822407,00019124_053.png
1.2.276.0.7230010.3.1.4.8323329.3207.1517875176.601047,00003725_006.png
1.2.276.0.7230010.3.1.4.8323329.32328.1517875160.60457,00021896_007.png
1.2.276.0.7230010.3.1.4.8323329.3524.1517875178.217961,00027050_002.png
1.2.276.0.7230010.3.1.4.8323329.4439.1517875182.866025,00022155_010.png
1.2.276.0.7230010.3.1.4.8323329.10882.1517875226.107529,00013209_006.png
1.2.276.0.7230010.3.1.4.8323329.5180.1517875186.848893,00025924_010.png
1.2.276.0.7230010.3.1.4.8323329.2327.1517875172.197926,00011808_016.png
1.2.276.0.7230010.3.1.4.8323329.2638.1517875173.830303,00030541_002.png
1.2.276.0.7230010.3.1.4.8323329.2022.1517875170.745807,00018055_010.png
1.2.276.0.7230010.3.1.4.8323329.2511.1517875173.103305,00026451_014.png
1.2.276.0.7230010.3.1.4.8323329.14025.1517875249.196795,00030162_030.png
1.2.276.0.7230010.3.1.4.8323329.1065.1517875166.126456,00005365_013.png
1.2.276.0.7230010.3.1.4.8323329.10158.1517875222.392332,00000116_003.png
1.2.276.0.7230010.3.1.4.8323329.2751.1517875174.472847,00029880_001.png
1.2.276.0.7230010.3.1.4.8323329.2385.1517875172.478313,00021782_028.png
1.2.276.0.7230010.3.1.4.8323329.10050.1517875221.763035,00026132_004.png
1.2.276.0.7230010.3.1.4.8323329.2312.1517875172.95977,00002893_002.png
1.2.276.0.7230010.3.1.4.8323329.31972.1517875157.790125,00016807_015.png
1.2.276.0.7230010.3.1.4.8323329.11619.1517875233.947661,00013924_002.png
1.2.276.0.7230010.3.1.4.8323329.5557.1517875188.792693,00012021_030.png
1.2.276.0.7230010.3.1.4.8323329.11970.1517875236.686753,00015646_060.png
1.2.276.0.7230010.3.1.4.8323329.2855.1517875175.101534,00029259_020.png
1.2.276.0.7230010.3.1.4.8323329.12786.1517875241.834049,00020751_002.png
1.2.276.0.7230010.3.1.4.8323329.2748.1517875174.444427,00021092_004.png
1.2.276.0.7230010.3.1.4.8323329.1947.1517875170.376982,00012087_037.png
1.2.276.0.7230010.3.1.4.8323329.1821.1517875169.736963,00002275_005.png
1.2.276.0.7230010.3.1.4.8323329.2743.1517875174.392411,00014731_025.png
1.2.276.0.7230010.3.1.4.8323329.12283.1517875238.377425,00017731_011.png
1.2.276.0.7230010.3.1.4.8323329.13425.1517875245.261740,00003028_070.png
1.2.276.0.7230010.3.1.4.8323329.5396.1517875187.925055,00014346_020.png
1.2.276.0.7230010.3.1.4.8323329.12748.1517875241.622318,00013052_006.png
1.2.276.0.7230010.3.1.4.8323329.32752.1517875162.169303,00030310_000.png
1.2.276.0.7230010.3.1.4.8323329.3678.1517875178.953520,00025954_038.png
1.2.276.0.7230010.3.1.4.8323329.12852.1517875242.178513,00021179_009.png
1.2.276.0.7230010.3.1.4.8323329.2209.1517875171.648280,00029688_003.png
1.2.276.0.7230010.3.1.4.8323329.4162.1517875181.450856,00011831_009.png
1.2.276.0.7230010.3.1.4.8323329.32603.1517875161.429989,00023162_011.png
1.2.276.0.7230010.3.1.4.8323329.13516.1517875246.398635,00016587_025.png
1.2.276.0.7230010.3.1.4.8323329.32334.1517875160.114739,00026451_068.png
1.2.276.0.7230010.3.1.4.8323329.2924.1517875175.407072,00013209_001.png
1.2.276.0.7230010.3.1.4.8323329.14449.1517875252.165529,00028861_013.png
1.2.276.0.7230010.3.1.4.8323329.4294.1517875182.149482,00020773_007.png
1.2.276.0.7230010.3.1.4.8323329.2275.1517875171.896099,00016587_094.png
1.2.276.0.7230010.3.1.4.8323329.14347.1517875251.432471,00008013_002.png
1.2.276.0.7230010.3.1.4.8323329.13559.1517875246.622712,00020286_008.png
1.2.276.0.7230010.3.1.4.8323329.13771.1517875247.842298,00003062_002.png
1.2.276.0.7230010.3.1.4.8323329.1078.1517875166.227967,00017731_007.png
1.2.276.0.7230010.3.1.4.8323329.2474.1517875172.944514,00001583_012.png
1.2.276.0.7230010.3.1.4.8323329.10858.1517875225.990221,00011460_017.png
1.2.276.0.7230010.3.1.4.8323329.11657.1517875234.172462,00020195_006.png
1.2.276.0.7230010.3.1.4.8323329.14317.1517875251.183329,00028211_026.png
1.2.276.0.7230010.3.1.4.8323329.12535.1517875239.599448,00012973_016.png
1.2.276.0.7230010.3.1.4.8323329.3985.1517875180.514284,00026683_004.png
1.2.276.0.7230010.3.1.4.8323329.10899.1517875226.229115,00007676_001.png
1.2.276.0.7230010.3.1.4.8323329.10638.1517875224.671320,00009863_056.png
1.2.276.0.7230010.3.1.4.8323329.32647.1517875161.607621,00012492_012.png
1.2.276.0.7230010.3.1.4.8323329.32714.1517875161.932531,00013471_019.png
1.2.276.0.7230010.3.1.4.8323329.12349.1517875238.714567,00004808_041.png
1.2.276.0.7230010.3.1.4.8323329.13355.1517875244.795678,00012415_001.png
1.2.276.0.7230010.3.1.4.8323329.31913.1517875157.465809,00017324_020.png
1.2.276.0.7230010.3.1.4.8323329.2355.1517875172.323476,00000103_003.png
1.2.276.0.7230010.3.1.4.8323329.32231.1517875159.142529,00017972_013.png
1.2.276.0.7230010.3.1.4.8323329.468.1517875163.86464,00020318_000.png
1.2.276.0.7230010.3.1.4.8323329.12440.1517875239.129700,00029998_005.png
1.2.276.0.7230010.3.1.4.8323329.1834.1517875169.847603,00027927_005.png
1.2.276.0.7230010.3.1.4.8323329.13408.1517875245.184359,00026546_009.png
1.2.276.0.7230010.3.1.4.8323329.32319.1517875160.11685,00016568_016.png
1.2.276.0.7230010.3.1.4.8323329.2632.1517875173.802202,00005681_030.png
1.2.276.0.7230010.3.1.4.8323329.31791.1517875156.859842,00017138_093.png
1.2.276.0.7230010.3.1.4.8323329.31760.1517875156.679508,00017972_029.png
1.2.276.0.7230010.3.1.4.8323329.12376.1517875238.871111,00006960_000.png
1.2.276.0.7230010.3.1.4.8323329.5386.1517875187.872943,00000758_002.png
1.2.276.0.7230010.3.1.4.8323329.11031.1517875230.4520,00003337_004.png
1.2.276.0.7230010.3.1.4.8323329.32190.1517875158.952220,00026810_014.png
1.2.276.0.7230010.3.1.4.8323329.13972.1517875248.923886,00017258_017.png
1.2.276.0.7230010.3.1.4.8323329.14453.1517875252.188348,00014174_019.png
