path,fold
1.2.276.0.7230010.3.1.2.8323329.10520.1517875224.82978/1.2.276.0.7230010.3.1.3.8323329.10520.1517875224.82977/1.2.276.0.7230010.3.1.4.8323329.10520.1517875224.82979.dcm,1
1.2.276.0.7230010.3.1.2.8323329.4740.1517875184.518821/1.2.276.0.7230010.3.1.3.8323329.4740.1517875184.518820/1.2.276.0.7230010.3.1.4.8323329.4740.1517875184.518822.dcm,2
1.2.276.0.7230010.3.1.2.8323329.13990.1517875248.997208/1.2.276.0.7230010.3.1.3.8323329.13990.1517875248.997207/1.2.276.0.7230010.3.1.4.8323329.13990.1517875248.997209.dcm,3
1.2.276.0.7230010.3.1.2.8323329.12959.1517875242.721096/1.2.276.0.7230010.3.1.3.8323329.12959.1517875242.721095/1.2.276.0.7230010.3.1.4.8323329.12959.1517875242.721097.dcm,4
1.2.276.0.7230010.3.1.2.8323329.2813.1517875174.849272/1.2.276.0.7230010.3.1.3.8323329.2813.1517875174.849271/1.2.276.0.7230010.3.1.4.8323329.2813.1517875174.849273.dcm,0
1.2.276.0.7230010.3.1.2.8323329.10918.1517875227.904053/1.2.276.0.7230010.3.1.3.8323329.10918.1517875227.904052/1.2.276.0.7230010.3.1.4.8323329.10918.1517875227.904054.dcm,1
1.2.276.0.7230010.3.1.2.8323329.14375.1517875251.811943/1.2.276.0.7230010.3.1.3.8323329.14375.1517875251.811942/1.2.276.0.7230010.3.1.4.8323329.14375.1517875251.811944.dcm,2
1.2.276.0.7230010.3.1.2.8323329.10098.1517875222.57430/1.2.276.0.7230010.3.1.3.8323329.10098.1517875222.57429/1.2.276.0.7230010.3.1.4.8323329.10098.1517875222.57431.dcm,3
1.2.276.0.7230010.3.1.2.8323329.10962.1517875228.681948/1.2.276.0.7230010.3.1.3.8323329.10962.1517875228.681947/1.2.276.0.7230010.3.1.4.8323329.10962.1517875228.681949.dcm,4
1.2.276.0.7230010.3.1.2.8323329.3486.1517875178.51763/1.2.276.0.7230010.3.1.3.8323329.3486.1517875178.51762/1.2.276.0.7230010.3.1.4.8323329.3486.1517875178.51764.dcm,0
1.2.276.0.7230010.3.1.2.8323329.12407.1517875239.7505/1.2.276.0.7230010.3.1.3.8323329.12407.1517875239.7504/1.2.276.0.7230010.3.1.4.8323329.12407.1517875239.7506.dcm,1
1.2.276.0.7230010.3.1.2.8323329.14565.1517875252.728805/1.2.276.0.7230010.3.1.3.8323329.14565.1517875252.728804/1.2.276.0.7230010.3.1.4.8323329.14565.1517875252.728806.dcm,2
1.2.276.0.7230010.3.1.2.8323329.12773.1517875241.750539/1.2.276.0.7230010.3.1.3.8323329.12773.1517875241.750538/1.2.276.0.7230010.3.1.4.8323329.12773.1517875241.750540.dcm,3
1.2.276.0.7230010.3.1.2.8323329.13528.1517875246.468875/1.2.276.0.7230010.3.1.3.8323329.13528.1517875246.468874/1.2.276.0.7230010.3.1.4.8323329.13528.1517875246.468876.dcm,4
1.2.276.0.7230010.3.1.2.8323329.32641.1517875161.583656/1.2.276.0.7230010.3.1.3.8323329.32641.1517875161.583655/1.2.276.0.7230010.3.1.4.8323329.32641.1517875161.583657.dcm,0
1.2.276.0.7230010.3.1.2.8323329.13204.1517875244.128043/1.2.276.0.7230010.3.1.3.8323329.13204.1517875244.128042/1.2.276.0.7230010.3.1.4.8323329.13204.1517875244.128044.dcm,1
1.2.276.0.7230010.3.1.2.8323329.32638.1517875161.577883/1.2.276.0.7230010.3.1.3.8323329.32638.1517875161.577882/1.2.276.0.7230010.3.1.4.8323329.32638.1517875161.577884.dcm,2
1.2.276.0.7230010.3.1.2.8323329.3229.1517875176.754225/1.2.276.0.7230010.3.1.3.8323329.3229.1517875176.754224/1.2.276.0.7230010.3.1.4.8323329.3229.1517875176.754226.dcm,3
1.2.276.0.7230010.3.1.2.8323329.1361.1517875167.387852/1.2.276.0.7230010.3.1.3.8323329.1361.1517875167.387851/1.2.276.0.7230010.3.1.4.8323329.1361.1517875167.387853.dcm,4
1.2.276.0.7230010.3.1.2.8323329.2147.1517875171.360385/1.2.276.0.7230010.3.1.3.8323329.2147.1517875171.360384/1.2.276.0.7230010.3.1.4.8323329.2147.1517875171.360386.dcm,0
1.2.276.0.7230010.3.1.2.8323329.4004.1517875180.609433/1.2.276.0.7230010.3.1.3.8323329.4004.1517875180.609432/1.2.276.0.7230010.3.1.4.8323329.4004.1517875180.609434.dcm,1
1.2.276.0.7230010.3.1.2.8323329.10841.1517875225.902817/1.2.276.0.7230010.3.1.3.8323329.10841.1517875225.902816/1.2.276.0.7230010.3.1.4.8323329.10841.1517875225.902818.dcm,2
1.2.276.0.7230010.3.1.2.8323329.10047.1517875221.722652/1.2.276.0.7230010.3.1.3.8323329.10047.1517875221.722651/1.2.276.0.7230010.3.1.4.8323329.10047.1517875221.722653.dcm,3
1.2.276.0.7230010.3.1.2.8323329.10662.1517875224.938010/1.2.276.0.7230010.3.1.3.8323329.10662.1517875224.938009/1.2.276.0.7230010.3.1.4.8323329.10662.1517875224.938011.dcm,4
1.2.276.0.7230010.3.1.2.8323329.5254.1517875187.192312/1.2.276.0.7230010.3.1.3.8323329.5254.1517875187.192311/1.2.276.0.7230010.3.1.4.8323329.5254.1517875187.192313.dcm,0
1.2.276.0.7230010.3.1.2.8323329.1641.1517875168.710795/1.2.276.0.7230010.3.1.3.8323329.1641.1517875168.710794/1.2.276.0.7230010.3.1.4.8323329.1641.1517875168.710796.dcm,1
1.2.276.0.7230010.3.1.2.8323329.11435.1517875232.930412/1.2.276.0.7230010.3.1.3.8323329.11435.1517875232.930411/1.2.276.0.7230010.3.1.4.8323329.11435.1517875232.930413.dcm,2
1.2.276.0.7230010.3.1.2.8323329.14460.1517875252.208683/1.2.276.0.7230010.3.1.3.8323329.14460.1517875252.208682/1.2.276.0.7230010.3.1.4.8323329.14460.1517875252.208684.dcm,3
1.2.276.0.7230010.3.1.2.8323329.5423.1517875188.37986/1.2.276.0.7230010.3.1.3.8323329.5423.1517875188.37985/1.2.276.0.7230010.3.1.4.8323329.5423.1517875188.37987.dcm,4
1.2.276.0.7230010.3.1.2.8323329.13027.1517875243.170021/1.2.276.0.7230010.3.1.3.8323329.13027.1517875243.170020/1.2.276.0.7230010.3.1.4.8323329.13027.1517875243.170022.dcm,0
1.2.276.0.7230010.3.1.2.8323329.31982.1517875157.832984/1.2.276.0.7230010.3.1.3.8323329.31982.1517875157.832983/1.2.276.0.7230010.3.1.4.8323329.31982.1517875157.832985.dcm,1
1.2.276.0.7230010.3.1.2.8323329.5610.1517875189.27799/1.2.276.0.7230010.3.1.3.8323329.5610.1517875189.27798/1.2.276.0.7230010.3.1.4.8323329.5610.1517875189.27800.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4469.1517875183.18795/1.2.276.0.7230010.3.1.3.8323329.4469.1517875183.18794/1.2.276.0.7230010.3.1.4.8323329.4469.1517875183.18796.dcm,3
1.2.276.0.7230010.3.1.2.8323329.13182.1517875244.37129/1.2.276.0.7230010.3.1.3.8323329.13182.1517875244.37128/1.2.276.0.7230010.3.1.4.8323329.13182.1517875244.37130.dcm,4
1.2.276.0.7230010.3.1.2.8323329.4591.1517875183.645959/1.2.276.0.7230010.3.1.3.8323329.4591.1517875183.645958/1.2.276.0.7230010.3.1.4.8323329.4591.1517875183.645960.dcm,0
1.2.276.0.7230010.3.1.2.8323329.11900.1517875236.364219/1.2.276.0.7230010.3.1.3.8323329.11900.1517875236.364218/1.2.276.0.7230010.3.1.4.8323329.11900.1517875236.364220.dcm,1
1.2.276.0.7230010.3.1.2.8323329.11709.1517875234.404814/1.2.276.0.7230010.3.1.3.8323329.11709.1517875234.404813/1.2.276.0.7230010.3.1.4.8323329.11709.1517875234.404815.dcm,2
1.2.276.0.7230010.3.1.2.8323329.32515.1517875160.961340/1.2.276.0.7230010.3.1.3.8323329.32515.1517875160.961339/1.2.276.0.7230010.3.1.4.8323329.32515.1517875160.961341.dcm,3
1.2.276.0.7230010.3.1.2.8323329.2664.1517875173.936748/1.2.276.0.7230010.3.1.3.8323329.2664.1517875173.936747/1.2.276.0.7230010.3.1.4.8323329.2664.1517875173.936749.dcm,4
1.2.276.0.7230010.3.1.2.8323329.10707.1517875225.189897/1.2.276.0.7230010.3.1.3.8323329.10707.1517875225.189896/1.2.276.0.7230010.3.1.4.8323329.10707.1517875225.189898.dcm,0
1.2.276.0.7230010.3.1.2.8323329.1991.1517875170.600751/1.2.276.0.7230010.3.1.3.8323329.1991.1517875170.600750/1.2.276.0.7230010.3.1.4.8323329.1991.1517875170.600752.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3335.1517875177.318999/1.2.276.0.7230010.3.1.3.8323329.3335.1517875177.318998/1.2.276.0.7230010.3.1.4.8323329.3335.1517875177.319000.dcm,2
1.2.276.0.7230010.3.1.2.8323329.13749.1517875247.714087/1.2.276.0.7230010.3.1.3.8323329.13749.1517875247.714086/1.2.276.0.7230010.3.1.4.8323329.13749.1517875247.714088.dcm,3
1.2.276.0.7230010.3.1.2.8323329.12833.1517875242.76084/1.2.276.0.7230010.3.1.3.8323329.12833.1517875242.76083/1.2.276.0.7230010.3.1.4.8323329.12833.1517875242.76085.dcm,4
1.2.276.0.7230010.3.1.2.8323329.2666.1517875173.948895/1.2.276.0.7230010.3.1.3.8323329.2666.1517875173.948894/1.2.276.0.7230010.3.1.4.8323329.2666.1517875173.948896.dcm,0
1.2.276.0.7230010.3.1.2.8323329.32761.1517875162.229146/1.2.276.0.7230010.3.1.3.8323329.32761.1517875162.229145/1.2.276.0.7230010.3.1.4.8323329.32761.1517875162.229147.dcm,1
1.2.276.0.7230010.3.1.2.8323329.32698.1517875161.880117/1.2.276.0.7230010.3.1.3.8323329.32698.1517875161.880116/1.2.276.0.7230010.3.1.4.8323329.32698.1517875161.880118.dcm,2
1.2.276.0.7230010.3.1.2.8323329.13936.1517875248.746670/1.2.276.0.7230010.3.1.3.8323329.13936.1517875248.746669/1.2.276.0.7230010.3.1.4.8323329.13936.1517875248.746671.dcm,3
1.2.276.0.7230010.3.1.2.8323329.3815.1517875179.613403/1.2.276.0.7230010.3.1.3.8323329.3815.1517875179.613402/1.2.276.0.7230010.3.1.4.8323329.3815.1517875179.613404.dcm,4
1.2.276.0.7230010.3.1.2.8323329.4481.1517875183.93970/1.2.276.0.7230010.3.1.3.8323329.4481.1517875183.93969/1.2.276.0.7230010.3.1.4.8323329.4481.1517875183.93971.dcm,0
1.2.276.0.7230010.3.1.2.8323329.11943.1517875236.566278/1.2.276.0.7230010.3.1.3.8323329.11943.1517875236.566277/1.2.276.0.7230010.3.1.4.8323329.11943.1517875236.566279.dcm,1
1.2.276.0.7230010.3.1.2.8323329.14113.1517875249.683686/1.2.276.0.7230010.3.1.3.8323329.14113.1517875249.683685/1.2.276.0.7230010.3.1.4.8323329.14113.1517875249.683687.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4249.1517875181.895978/1.2.276.0.7230010.3.1.3.8323329.4249.1517875181.895977/1.2.276.0.7230010.3.1.4.8323329.4249.1517875181.895979.dcm,3
1.2.276.0.7230010.3.1.2.8323329.14414.1517875251.984281/1.2.276.0.7230010.3.1.3.8323329.14414.1517875251.984280/1.2.276.0.7230010.3.1.4.8323329.14414.1517875251.984282.dcm,4
1.2.276.0.7230010.3.1.2.8323329.13599.1517875246.822141/1.2.276.0.7230010.3.1.3.8323329.13599.1517875246.822140/1.2.276.0.7230010.3.1.4.8323329.13599.1517875246.822142.dcm,0
1.2.276.0.7230010.3.1.2.8323329.2873.1517875175.161771/1.2.276.0.7230010.3.1.3.8323329.2873.1517875175.161770/1.2.276.0.7230010.3.1.4.8323329.2873.1517875175.161772.dcm,1
1.2.276.0.7230010.3.1.2.8323329.560.1517875163.435333/1.2.276.0.7230010.3.1.3.8323329.560.1517875163.435332/1.2.276.0.7230010.3.1.4.8323329.560.1517875163.435334.dcm,2
1.2.276.0.7230010.3.1.2.8323329.4725.1517875184.322268/1.2.276.0.7230010.3.1.3.8323329.4725.1517875184.322267/1.2.276.0.7230010.3.1.4.8323329.4725.1517875184.322269.dcm,3
1.2.276.0.7230010.3.1.2.8323329.470.1517875163.106920/1.2.276.0.7230010.3.1.3.8323329.470.1517875163.106919/1.2.276.0.7230010.3.1.4.8323329.470.1517875163.106921.dcm,4
1.2.276.0.7230010.3.1.2.8323329.13798.1517875247.990947/1.2.276.0.7230010.3.1.3.8323329.13798.1517875247.990946/1.2.276.0.7230010.3.1.4.8323329.13798.1517875247.990948.dcm,0
1.2.276.0.7230010.3.1.2.8323329.11885.1517875236.191345/1.2.276.0.7230010.3.1.3.8323329.11885.1517875236.191344/1.2.276.0.7230010.3.1.4.8323329.11885.1517875236.191346.dcm,1
1.2.276.0.7230010.3.1.2.8323329.12455.1517875239.199903/1.2.276.0.7230010.3.1.3.8323329.12455.1517875239.199902/1.2.276.0.7230010.3.1.4.8323329.12455.1517875239.199904.dcm,2
1.2.276.0.7230010.3.1.2.8323329.12768.1517875241.733056/1.2.276.0.7230010.3.1.3.8323329.12768.1517875241.733055/1.2.276.0.7230010.3.1.4.8323329.12768.1517875241.733057.dcm,3
1.2.276.0.7230010.3.1.2.8323329.12225.1517875238.56610/1.2.276.0.7230010.3.1.3.8323329.12225.1517875238.56609/1.2.276.0.7230010.3.1.4.8323329.12225.1517875238.56611.dcm,4
1.2.276.0.7230010.3.1.2.8323329.32218.1517875159.68274/1.2.276.0.7230010.3.1.3.8323329.32218.1517875159.68273/1.2.276.0.7230010.3.1.4.8323329.32218.1517875159.68275.dcm,0
1.2.276.0.7230010.3.1.2.8323329.3925.1517875180.160845/1.2.276.0.7230010.3.1.3.8323329.3925.1517875180.160844/1.2.276.0.7230010.3.1.4.8323329.3925.1517875180.160846.dcm,1
1.2.276.0.7230010.3.1.2.8323329.32259.1517875159.267283/1.2.276.0.7230010.3.1.3.8323329.32259.1517875159.267282/1.2.276.0.7230010.3.1.4.8323329.32259.1517875159.267284.dcm,2
1.2.276.0.7230010.3.1.2.8323329.11038.1517875230.35420/1.2.276.0.7230010.3.1.3.8323329.11038.1517875230.35419/1.2.276.0.7230010.3.1.4.8323329.11038.1517875230.35421.dcm,3
1.2.276.0.7230010.3.1.2.8323329.13865.1517875248.387865/1.2.276.0.7230010.3.1.3.8323329.13865.1517875248.387864/1.2.276.0.7230010.3.1.4.8323329.13865.1517875248.387866.dcm,4
1.2.276.0.7230010.3.1.2.8323329.11296.1517875232.207711/1.2.276.0.7230010.3.1.3.8323329.11296.1517875232.207710/1.2.276.0.7230010.3.1.4.8323329.11296.1517875232.207712.dcm,0
1.2.276.0.7230010.3.1.2.8323329.5376.1517875187.823992/1.2.276.0.7230010.3.1.3.8323329.5376.1517875187.823991/1.2.276.0.7230010.3.1.4.8323329.5376.1517875187.823993.dcm,1
1.2.276.0.7230010.3.1.2.8323329.1900.1517875170.166325/1.2.276.0.7230010.3.1.3.8323329.1900.1517875170.166324/1.2.276.0.7230010.3.1.4.8323329.1900.1517875170.166326.dcm,2
1.2.276.0.7230010.3.1.2.8323329.12693.1517875241.217665/1.2.276.0.7230010.3.1.3.8323329.12693.1517875241.217664/1.2.276.0.7230010.3.1.4.8323329.12693.1517875241.217666.dcm,3
1.2.276.0.7230010.3.1.2.8323329.13318.1517875244.629616/1.2.276.0.7230010.3.1.3.8323329.13318.1517875244.629615/1.2.276.0.7230010.3.1.4.8323329.13318.1517875244.629617.dcm,4
1.2.276.0.7230010.3.1.2.8323329.11260.1517875232.18468/1.2.276.0.7230010.3.1.3.8323329.11260.1517875232.18467/1.2.276.0.7230010.3.1.4.8323329.11260.1517875232.18469.dcm,0
1.2.276.0.7230010.3.1.2.8323329.2601.1517875173.671581/1.2.276.0.7230010.3.1.3.8323329.2601.1517875173.671580/1.2.276.0.7230010.3.1.4.8323329.2601.1517875173.671582.dcm,1
1.2.276.0.7230010.3.1.2.8323329.12994.1517875242.926229/1.2.276.0.7230010.3.1.3.8323329.12994.1517875242.926228/1.2.276.0.7230010.3.1.4.8323329.12994.1517875242.926230.dcm,2
1.2.276.0.7230010.3.1.2.8323329.14290.1517875250.595733/1.2.276.0.7230010.3.1.3.8323329.14290.1517875250.595732/1.2.276.0.7230010.3.1.4.8323329.14290.1517875250.595734.dcm,3
1.2.276.0.7230010.3.1.2.8323329.12039.1517875237.59797/1.2.276.0.7230010.3.1.3.8323329.12039.1517875237.59796/1.2.276.0.7230010.3.1.4.8323329.12039.1517875237.59798.dcm,4
1.2.276.0.7230010.3.1.2.8323329.13271.1517875244.437177/1.2.276.0.7230010.3.1.3.8323329.13271.1517875244.437176/1.2.276.0.7230010.3.1.4.8323329.13271.1517875244.437178.dcm,0
1.2.276.0.7230010.3.1.2.8323329.13703.1517875247.293578/1.2.276.0.7230010.3.1.3.8323329.13703.1517875247.293577/1.2.276.0.7230010.3.1.4.8323329.13703.1517875247.293579.dcm,1
1.2.276.0.7230010.3.1.2.8323329.2981.1517875175.538063/1.2.276.0.7230010.3.1.3.8323329.2981.1517875175.538062/1.2.276.0.7230010.3.1.4.8323329.2981.1517875175.538064.dcm,2
1.2.276.0.7230010.3.1.2.8323329.10346.1517875223.277414/1.2.276.0.7230010.3.1.3.8323329.10346.1517875223.277413/1.2.276.0.7230010.3.1.4.8323329.10346.1517875223.277415.dcm,3
1.2.276.0.7230010.3.1.2.8323329.5698.1517875189.651634/1.2.276.0.7230010.3.1.3.8323329.5698.1517875189.651633/1.2.276.0.7230010.3.1.4.8323329.5698.1517875189.651635.dcm,4
1.2.276.0.7230010.3.1.2.8323329.4817.1517875184.963294/1.2.276.0.7230010.3.1.3.8323329.4817.1517875184.963293/1.2.276.0.7230010.3.1.4.8323329.4817.1517875184.963295.dcm,0
1.2.276.0.7230010.3.1.2.8323329.1348.1517875167.336439/1.2.276.0.7230010.3.1.3.8323329.1348.1517875167.336438/1.2.276.0.7230010.3.1.4.8323329.1348.1517875167.336440.dcm,1
1.2.276.0.7230010.3.1.2.8323329.12420.1517875239.43037/1.2.276.0.7230010.3.1.3.8323329.12420.1517875239.43036/1.2.276.0.7230010.3.1.4.8323329.12420.1517875239.43038.dcm,2
1.2.276.0.7230010.3.1.2.8323329.10110.1517875222.142070/1.2.276.0.7230010.3.1.3.8323329.10110.1517875222.142069/1.2.276.0.7230010.3.1.4.8323329.10110.1517875222.142071.dcm,3
1.2.276.0.7230010.3.1.2.8323329.2825.1517875174.908243/1.2.276.0.7230010.3.1.3.8323329.2825.1517875174.908242/1.2.276.0.7230010.3.1.4.8323329.2825.1517875174.908244.dcm,4
1.2.276.0.7230010.3.1.2.8323329.1855.1517875169.943518/1.2.276.0.7230010.3.1.3.8323329.1855.1517875169.943517/1.2.276.0.7230010.3.1.4.8323329.1855.1517875169.943519.dcm,0
1.2.276.0.7230010.3.1.2.8323329.10508.1517875224.21343/1.2.276.0.7230010.3.1.3.8323329.10508.1517875224.21342/1.2.276.0.7230010.3.1.4.8323329.10508.1517875224.21344.dcm,1
1.2.276.0.7230010.3.1.2.8323329.3550.1517875178.367615/1.2.276.0.7230010.3.1.3.8323329.3550.1517875178.367614/1.2.276.0.7230010.3.1.4.8323329.3550.1517875178.367616.dcm,2
1.2.276.0.7230010.3.1.2.8323329.3838.1517875179.729922/1.2.276.0.7230010.3.1.3.8323329.3838.1517875179.729921/1.2.276.0.7230010.3.1.4.8323329.3838.1517875179.729923.dcm,3
1.2.276.0.7230010.3.1.2.8323329.3429.1517875177.805140/1.2.276.0.7230010.3.1.3.8323329.3429.1517875177.805139/1.2.276.0.7230010.3.1.4.8323329.3429.1517875177.805141.dcm,4
1.2.276.0.7230010.3.1.2.8323329.12941.1517875242.635402/1.2.276.0.7230010.3.1.3.8323329.12941.1517875242.635401/1.2.276.0.7230010.3.1.4.8323329.12941.1517875242.635403.dcm,0
1.2.276.0.7230010.3.1.2.8323329.32752.1517875162.169302/1.2.276.0.7230010.3.1.3.8323329.32752.1517875162.169301/1.2.276.0.7230010.3.1.4.8323329.32752.1517875162.169303.dcm,1
1.2.276.0.7230010.3.1.2.8323329.10269.1517875222.913698/1.2.276.0.7230010.3.1.3.8323329.10269.1517875222.913697/1.2.276.0.7230010.3.1.4.8323329.10269.1517875222.913699.dcm,2
1.2.276.0.7230010.3.1.2.8323329.13780.1517875247.897180/1.2.276.0.7230010.3.1.3.8323329.13780.1517875247.897179/1.2.276.0.7230010.3.1.4.8323329.13780.1517875247.897181.dcm,3
1.2.276.0.7230010.3.1.2.8323329.486.1517875163.156312/1.2.276.0.7230010.3.1.3.8323329.486.1517875163.156311/1.2.276.0.7230010.3.1.4.8323329.486.1517875163.156313.dcm,4
1.2.276.0.7230010.3.1.2.8323329.11772.1517875234.733500/1.2.276.0.7230010.3.1.3.8323329.11772.1517875234.733499/1.2.276.0.7230010.3.1.4.8323329.11772.1517875234.733501.dcm,0
1.2.276.0.7230010.3.1.2.8323329.5681.1517875189.562525/1.2.276.0.7230010.3.1.3.8323329.5681.1517875189.562524/1.2.276.0.7230010.3.1.4.8323329.5681.1517875189.562526.dcm,1
1.2.276.0.7230010.3.1.2.8323329.10191.1517875222.557125/1.2.276.0.7230010.3.1.3.8323329.10191.1517875222.557124/1.2.276.0.7230010.3.1.4.8323329.10191.1517875222.557126.dcm,2
1.2.276.0.7230010.3.1.2.8323329.5109.1517875186.450604/1.2.276.0.7230010.3.1.3.8323329.5109.1517875186.450603/1.2.276.0.7230010.3.1.4.8323329.5109.1517875186.450605.dcm,3
1.2.276.0.7230010.3.1.2.8323329.12363.1517875238.803026/1.2.276.0.7230010.3.1.3.8323329.12363.1517875238.803025/1.2.276.0.7230010.3.1.4.8323329.12363.1517875238.803027.dcm,4
1.2.276.0.7230010.3.1.2.8323329.1328.1517875167.265503/1.2.276.0.7230010.3.1.3.8323329.1328.1517875167.265502/1.2.276.0.7230010.3.1.4.8323329.1328.1517875167.265504.dcm,0
1.2.276.0.7230010.3.1.2.8323329.3702.1517875179.56911/1.2.276.0.7230010.3.1.3.8323329.3702.1517875179.56910/1.2.276.0.7230010.3.1.4.8323329.3702.1517875179.56912.dcm,1
1.2.276.0.7230010.3.1.2.8323329.4812.1517875184.925568/1.2.276.0.7230010.3.1.3.8323329.4812.1517875184.925567/1.2.276.0.7230010.3.1.4.8323329.4812.1517875184.925569.dcm,2
1.2.276.0.7230010.3.1.2.8323329.2710.1517875174.159256/1.2.276.0.7230010.3.1.3.8323329.2710.1517875174.159255/1.2.276.0.7230010.3.1.4.8323329.2710.1517875174.159257.dcm,3
1.2.276.0.7230010.3.1.2.8323329.2523.1517875173.175398/1.2.276.0.7230010.3.1.3.8323329.2523.1517875173.175397/1.2.276.0.7230010.3.1.4.8323329.2523.1517875173.175399.dcm,4
1.2.276.0.7230010.3.1.2.8323329.392.1517875162.735830/1.2.276.0.7230010.3.1.3.8323329.392.1517875162.735829/1.2.276.0.7230010.3.1.4.8323329.392.1517875162.735831.dcm,0
1.2.276.0.7230010.3.1.2.8323329.11409.1517875232.812813/1.2.276.0.7230010.3.1.3.8323329.11409.1517875232.812812/1.2.276.0.7230010.3.1.4.8323329.11409.1517875232.812814.dcm,1
1.2.276.0.7230010.3.1.2.8323329.11745.1517875234.564463/1.2.276.0.7230010.3.1.3.8323329.11745.1517875234.564462/1.2.276.0.7230010.3.1.4.8323329.11745.1517875234.564464.dcm,2
